name,desc,tags,price,cicle,spec,new_spec,pay_type,desc_process,lof_label,labels
教学直播舱 微课录制室 移动直播间 微课录制室 录音室 在线教学,全新移动直播间，专为【在线教学】【企业培训直播】量身定制，从移动直播间、直播设备、直播系统到直播运营指导 一应俱全。 总结7年直播服务经验，严选直播间配置，打造优良直播环境，进舱即可开播,直播系统，直播硬件，移动直播间，移动直播室，直播设备,0.0,1次,demo效果查看（联系客服）,demo效果查看（联系客服）,1.0,全新 移动 直播间 专 在线 教学 培训 直播 量身 定制 移动 直播间 直播 设备 直播 系统 直播 运营 指导 一应俱全 总结  年 直播 服务 经验 严选 直播间 配置 打造 优良 直播 环境 进舱 即可 开播,1,0
106短信群发短信短信通知可试用,"产品优势
多语言SDK开发包、动态加密，快速API集成，三秒必达，十分钟接入，全自动式服务

支持三网齐发，支持携号转网！！！支持上行回复、下行报告查询

多条通道组合直连运营商，短信通道智能调控，到达率99.99%",网络推广，推广工具,0.0,1次,3000条,3000条,1.0,产品 优势 语言 SDK 开发包 动态 加密 快速 API 集成 三秒 必达 十分钟 接入 全自动 式 服务 支持 三网 齐发 支持 携号 转网 支持 上行 回复 下行 报告 查询 多条 通道 组合 直连 运营商 短信 通道 智能 调控 到达 率 ,1,3
"二手车微信平台制作,二手车买卖公司微信小程序开发",二手车微信小程序模块功能介绍：买家通过小程序搜索筛选出喜欢的二手车辆，买家可通过选择车辆价格，车型快速挑选自己心仪车辆，买家可通过拨打电话和查看地图练习商家，首页底部配有商家二维码信息，预约卖车，输入姓名联系方式等信息就可以提交卖车预约信息。私人定制模块，买家可输入意向购车信息提,二手车微信平台制作，二手车微信小程序，二手车小程序，二手车买卖系统,3600.0,1年,高级版,高级版,2.0,二手车 微信 小 程序模块 介绍 买家 小程序 搜索 筛选 喜欢 二手 车辆 买家 选择 车辆 价格 车型 快速 挑选 心仪 车辆 买家 拨打 电话 查看 地图 练习 商家 首页 底部 配有 商家 二维码 信息 预约 卖车 输入 姓名 联系方式 信息 提交 卖车 预约 信息 私人 定制 模块 买家 输入 意向 购车 信息 提,1,3
同城跑腿代驾货运小程序,即时配送时长规模，帮我送，帮我买，帮我取，代驾适用于校区，区县，社区。下单方便，服务齐全，服务高效，安全可靠，同城跑腿小程序值得信赖。,代驾，同城跑腿，代取，代收，代送,12800.0,1年,⭐源码独立部署⭐,⭐源码独立部署⭐,2.0,即时 配送 时 长 规模 帮 送 帮 买 帮 取代 驾 适用 校区 区县 社区 下单 方便 服务 齐全 服务 高效 安全可靠 城 跑腿 小程序 值得 信赖,1,3
玩具商城小程序支持微信百度头条抖音支付宝等支持儿童玩具,"提供儿童玩具,亲子玩具,早教用品等多种产品电商商城小程序,快速搭建玩具店铺网上商城,通过小程序展示门店店铺可在线订购在线批发商品",玩具商城小程序制作，玩具商城建设，玩具电商小程序,3600.0,1年,高级版,高级版,2.0,儿童玩具 亲子 玩具 早教 用品 多种产品 电商 商城 小程序 快速 搭建 玩具 店铺 网上商城 小程序 展示 门店 店铺 在线 订购 在线 批发商品,1,3
深信服云日志审计管理系统授权,深信服云日志审计管理系统，一款为提供针对网安设备、主机、操作系统等多层级的日志分析管理平台，协助用户进行安全分析及合规审计，及时、有效的发现异常安全事件及审计违规，是企业日常信息安全工作的重要支撑平台。,日志分析，等保，日志审计，等级保护，云日志审计,24000.0,1个月,云日志审计50资产审计源授权,云日志审计50资产审计源授权,2.0,深 信服 云 日志 审计 管理系统 一款 针对 网安 设备 主机 操作系统 层级 日志 分析 管理 平台 协助 用户 进行 安全 分析 合规 审计 及时 有效 发现异常 安全事件 审计 违规 日常 信息安全 工作 重要 支撑 平台,1,0
微生态企业上云系统,极速构建企业微生态，一站式解决企业生态闭环问题。,数据分析，数据智能方案，智能系统，智能硬件,39800.0,1年,系统,系统,2.0,极速 构建 微 生态 一站式 解决 生态 闭环 问题,1,0
北明数科RTA远程协助平台,"轻松识别设备并将技术专家与请求现场连接起来，可在真实场景中叠加信息的软件。
升级技术支持服务，使技术专家无需旅行，基于完整现场画面随时连线提供专业知识，更快响应请求，减少生产停机时间。
随时连线提供专业知识，更快响应请求，减少生产停机时间。
",企业管理，工具软件，其它软件,100.0,1次,千分钟,千分钟,1.0,轻松 识别 设备 技术 专家 请求 现场 连接起来 真实 场景 中 叠加 信息 软件 升级 技术支持 服务 使 技术 专家 无需 旅行 基于 完整 现场 画面 随时 连线 专业知识 更 响应 请求 减少 生产 停机 时间 随时 连线 专业知识 更 响应 请求 减少 生产 停机 时间,1,0
犀牛云拍卖管理系统,"犀牛云拍卖管理系统集手机拍卖/小程序拍卖/APP拍卖/PC拍卖/直播拍卖/O2O拍卖6大网络拍卖模式,帮助传统拍卖企业实现全场/全终端/全数字化的战略转型.",企业管理，行业软件，工具软件,605900.0,30天,定制,定制,2.0,犀牛 云 拍卖 管理系统 集 手机 拍卖 小程序 拍卖 APP 拍卖 PC 拍卖 直播 拍卖 OO 拍卖  大 网络 拍卖 模式 帮助 传统 拍卖 实现 全场 全 终端 全 数字化 战略 转型,1,0
销客多新云微商城系统,销客多是一款专业的社交裂变分销系统，分销+公众号+小程序商城为一体，快速沉淀私域、社交裂变，帮助商家长效增长业绩，旗下产品包括微分销、社群团购、代理订货、合伙人分红等商城系统。,小程序商城，微商城，供应商管理，企微SCRM，代理订货,7980.0,1年,云仓订货系统,云仓订货系统,2.0,销客 一款 专业 社交 裂变 分销 系统 分销 公众 号 小程序 商城 一体 快速 沉淀 私域 社交 裂变 帮助 商家 长效 增长 业绩 旗下 产品 微 分销 社群 团购 代理 订货 合伙人 分红 商城 系统,1,0
301跳转/404错误页设置,为网站设置域名的301跳转规则，让SEO权重更加集中；提供404错误页面的设置，让网站不存在页面被访问到时，跳转到404界面，友好引导。,301，跳转，404，错误页，自定义错误页,100.0,1次,http自动跳转https,http自动跳转https,1.0,网站 设置 域名  跳转 规则 SEO 权重 集中  错误 页面 设置 网站 不 存在 页面 访问 时 跳转  界面 友好 引导,1,3
伙伴云CRM客户关系管理系统,应用提供包括营销管理、客户管理、商机管理、合同管理、财务管理、客户分析、商机分析和业务分析等内容。为销售提供全面业务管理。规范业务流程、使企业数据可视化，准确定位问题产生原因并针对性解决，提高企业工作效率。,销售管理，客户管理，降本增效，客户成交，提升营收,0.0,1年,创业版,创业版,2.0,应用 营销 管理 客户 管理 商机 管理 合同 管理 财务管理 客户 分析 商机 分析 业务 分析 销售 全面 业务管理 规范 业务流程 使 数据 可视化 准确 定位问题 产生 原因 针对性 解决 提高 工作效率,1,0
白小极服饰行业应用商城系统,白小极服饰行业应用商城系统,电商，服饰，商城,104233.5714,7天,标准分销版,标准分销版,2.0,白小极 服饰 行业 应用 商城 系统,1,2
光合同城外卖系统,同城外卖+配送整体解决方案，包含用户下单，商家接单，配送员抢单等完整流程，帮助创业者快速搭建本地外卖平台。,外卖，定制APP，小程序,760.0,30年,光合同城外卖系统,光合同城外卖系统,2.0,城外 卖 配送 解决方案 包含 用户 下单 商家 接单 配送 员 抢单 完整 流程 帮助 创业者 快速 搭建 本地 外卖 平台,1,0
区块链溯源 商城溯源 溯源服务 区块链溯源服务,将物联网，区块链，电商，智能防伪等技术进行有机结合，利用区块链公开透明、无法作弊、不可篡改、信息安全等技术特性， 解决各行各业供应链信息不透明的问题，从源头解决消费品信任问题，保障消费者利益的同时实现目标客户的品牌价值增长。,,1.0,1次,体验版,体验版,1.0,将物 联网 区块 链 电商 智能 防伪 技术 进行 有机 结合 利用 区块 链 公开 透明 无法 作弊 不可 篡改 信息安全 技术 特性 解决 各行各业 供应链 信息 不 透明 问题 源头 解决 消费品 信任 问题 保障 消费者 利益 实现目标 客户 品牌价值 增长,1,3
【友客来】母婴行业小程序｜商城小程序官网｜礼品卡促销,「友客来」为母婴行业量身定制私域获客系统，实现一站式的零售空间提供多样的专业母婴产品，客服系统、一级分销裂变传播、新人券、复购券等花样营销玩法，刺激消费者购买。,小程序商城，小程序，母婴行业小程序,103242.8571,7天,门店版,门店版,2.0,友客 母婴 行业 量身 定制 私域 获客 系统 实现 一站式 零售 空间 多样 专业 母婴 产品 客服 系统 一级 分销 裂变 传播 新人 券复 购券 花样 营销 玩法 刺激 消费者 购买,1,0
【友客来】 宠物医院门店小程序｜私域获客scrm｜促销玩法,「友客来」为宠物医院门店量身定制私域获客系，帮助门店打造低成本获客、维护客群关系，为客户提供有温度可感知的服务工具，通过丰富的营销活动、会员卡、客户线索等建立客户与萌宠画像，协助商家智慧经营、促活转化、高效接单和管理门店。,小程序运营，宠物门店小程序,103242.8571,7天,标准版,标准版,2.0,友客 宠物医院 门店 量身 定制 私域 获 客系 帮助 门店 打造 低成本 获客 维护 客群 关系 客户 温度 感知 服务 工具 丰富 营销 活动 会员卡 客户 线索 建立 客户 萌宠 画像 协助 商家 智慧 经营 促活 转化 高效 接单 管理 门店,1,0
通兑吧企微裂变工具,构建企业微信用户运营场景，通过企微号裂变和群裂变，搭配积分体系、会员体系，实现企业微信客户的拉新、留存和促活。提高企业微信营销和管理效率,小程序营销推广,52090.71429,7天,试用版,试用版,2.0,构建 微信 用户 运营 场景 企微 号 裂变 群 裂变 搭配 积分 体系 会员 体系 实现 微信 客户 拉 留存 促活 提高 微信 营销 管理效率,1,0
私有部署企业邮箱 企业邮箱搬家 邮箱迁移 自建企业邮箱,为腾讯云用户提供专业技术支持企业邮箱搬家服务，可从任意自建邮箱平台和其他第三方迁移至腾讯云邮，并可提供自建企业邮箱服务。,,0.0,1次,咨询,咨询,1.0,腾讯 云 用户 专业 技术支持 企业邮箱 搬家 服务 任意 建 邮箱 平台 第三方 迁移 腾讯 云邮 建 企业邮箱 服务,1,0
8K VR FOV直播,提供8K VR FOV端到端整体解决方案，自主知识产权，解决高清VR三大行业痛点，即不支持高分辨率高帧率、文件体积大、播放卡顿等问题，为用户带来超高清沉浸式VR视频体验。,高清视频，VR，8K，元宇宙，虚拟现实,88000.0,1次,8K VR FOV,8K VR FOV,1.0,KVRFOV 端到 端 解决方案 自主 知识产权 解决 高清 VR 三大 行业 痛点 不 支持 高分辨率 高帧 率 文件 体积 大 播放 卡顿 问题 用户 带来 超高 清 沉浸 式 VR 视频 体验,1,3
畅行访客管理系统,"访客综合管理系统涵盖自助访客、预约登记、访客门禁、访客审批、人员管理、访客数据分析等模块，以人性化地管理提升服务水平，通过智能化手段保障办公大楼的安全，提高企业及机关单位的电子化访客登记水平和形象。让访客管理变得安全、便捷、有效率。
",访客管理，进出管理，通行,1277500.0,1天,定制版,定制版,2.0,访客 综合 管理系统 涵盖 自助 访客 预约 登记 访客 门禁 访客 审批 人员 管理 访客 数据分析 模块 人性化 管理 提升 服务水平 智能化 手段 保障 办公大楼 安全 提高 机关 单位 电子化 访客 登记 水平 形象 访客 管理 变得 安全 便捷 有效率,1,3
