name,desc,tags,price,cicle,spec,new_spec,pay_type
美食街商圈商业街小程序解决方案-木鱼小铺,快速创建一个线上版商业街，统一入口，各商家相互独立经营；为各商家快速搭建一个高品质小程序店铺，客户无需到店也能消费，扩大经营范围，助力拉新获客。,外卖，餐饮，扫码点餐，美食街，购物商圈,12999,1年,特色街区版,特色街区版,2
社群用户管理微信群管理社区销售微商分销宝妈群管理,【社群】这个模式充分利用了人们对生活、职业相关的人脉需求，吸引了大量的人冲着[人脉圈]这个标题而来。大平台型社群系统，多用户发群、VIP入群、入群收费、企业群永久码、三级分销、任务中心、好群交易、评论、活动应有尽有!独家引入仿真AI动态数据统计显示和多城市多区域切换。,CRM，电商SAAS，H5营销，营销自动化，项目管理,1500,1年,公众号版（自用型）,公众号版（自用型）,2
【云智能名片】SCRM系统企业智能名片系统/打造企业超级IP/快速获客精准用户画像,助力企业开启新的智能时代，通过 AI 智能小程序 名片，打造个人超级 IP。特色功能：智能名片+小程序连接微信十亿用户；产品 列表，一键生成无需开发；颠覆传统官网 全面提升品牌曝光；不加好友自由对 话 把握每一个商机；AI 雷达用户智能画像，更好的了解客户的需求；,CRM，云客服，H5营销，营销自动化，项目管理,400,1年,云智能名片CSRM系统,云智能名片CSRM系统,2
众数智能水表监测系统,"本系统是用于监控工地用水，通过无线传输方式,将能耗数据远程传输至智慧工地云平台进行统一展示、汇总，对用水量实时监测。实现无纸化统计、历史追溯、图形化展示。",,1278,1次,套,套,1
通达ERP,在飞速发展的信息时代，企业竞争实力的积聚更加依赖于信息技术和管理技术的有机结合。以制造业为代表，越来越多的企业采用ERP这种先进的集管理和信息技术于一体的管理系统，在实践中取得了良好的效果。,,20888,1年,私有化部署-源码版,私有化部署-源码版,2
  如何做等保 面向全国等保合规咨询 等保测评整改,为了帮助企业用户快速满足等保合规的要求，在各地的合作测评机构、安全咨询合作厂商为您提供一站式等保测评，完备的攻击防护、数据审计、加密、安全管理，助您快速省心地通过等保合规。,,30000,1次,等保三级,等保三级,1
报修系统小程序,报修系统小程序，多版本、多端同步支持、精准定制、快速上线、稳定、安全、省心,,1000,1次,定制收费（下单前请与客服沟通实际价格）,定制收费（下单前请与客服沟通实际价格）,1
企业微信智慧门店SCRM,"智慧门店SCRM是依托于企业微信体系面向全国的、以智慧数字技术为优势的客户全生命周期管理CRM系统，以“数字驱动”为核心优势，为零售企业提供行业领先的一站式数字化解决方案和服务，涵盖售前-售中-售后三个完整周期。通过多年深耕,在产品创新能力、数字化专业服务能力方面位居领先水平。",,200,1年,高级版（600元/账号/年）,高级版（600元/账号/年）,2
互联网药品信息服务资格证咨询服务,"	
公司具备多年办理经验 ，一对一专业对接，为每一位客户提供快捷、高效的办理服务。",,1149,1次,变更（经营性  非经营性）,变更（经营性  非经营性）,1
ChatGPT问答对话分销系统开发,"ChatGPT问答对话分销系统开发
",,998,1次,ChatGPT问答对话分销系统开发,ChatGPT问答对话分销系统开发,1
云镜像windows10重装windows7重装windows201220192008云镜像重装服务,因腾讯云CVM服务器产品功能限制，已购买服务器重装系统无法选择云市场收费镜像，本服务可实现对已购买服务器重装为云市场收费镜像。,,100,1次,镜像定制服务,镜像定制服务,1
校园后勤能源管理系统,后勤能源管理系统是北京君云时代科技有限公司自主研发的系统，是一款基于工业物联网架构设计的工业级嵌入式软硬件一体化系统。可实现工业现场各种设备的数据采集，存储，转发，控制逻辑，报警，人机界面组态，报表开发，用户权限管理，系统维护，域名管理等功能。,,99,1次,咨询,咨询,1
智慧券商前端展业平台,构建线上开户全流程闭环，投资者可完成基础业务办理，基于财富商城，实现金融产品线上销售全流程，以及企微营销获客新渠道，实现金融行业员工触客营销新方式。,,2870000,1年,智慧券商前端展业平台,智慧券商前端展业平台,2
智慧文旅大数据分析决策平台,通过对域内文旅数据的针对性采集、存储、清理分类、汇总分析，并配合高效简明的可视化图表界面，为客户量身打造一个文旅决策分析平台。,,665415,1次,文旅决策分析,文旅决策分析,1
Web应用防火墙  应用级综合防护系统,适用云环境及传统环境的新一代应用级综合防护系统，保护WEB网站免受众多已知或未知的应用层攻击，如SQL注入、XSS跨站、木马上传、CC攻击等。帮助用户解决目前所面临的各类常见及最新的应用安全问题，同时满足如等级保护、行业规范等政策法规的安全建设要求。,,0,1个月,企业版,企业版,2
【聚美智数】国际快递查询订阅接口-国际快递查询推送接口-国际快递单号订阅-国际快递自动推送,【国际快递查询自动推送，国际快递查询订阅接口，国际快递单号自动识别】该接口可自动推送快递信息，按单号收费，主动提交查询请求实时返回物流信息。覆盖全球快递物流查询接口，包括顺丰、邮政，极兔，申通、圆通、韵达、中通、百世、EMS、天天、德邦等近1000家快递公司。—— 我们只做精品！,,0.05,1年,1.00元/20次,0.05,0
MarketUP 企业营销自动化平台,MarketUP作为一站式企业营销自动化平台，致力于为企业提供高效、便捷的数字化解决方案，聚焦品牌数字成长，帮助企业加速数字化转型，让企业以正确的姿态去解决营销过程中的各种痛难点问题，助力企业实现营销线索的获取、留存再到转化的全流程管理，利用自动化营销工具实现企业的营销增长。,,99.99,1年,企业版,企业版,2
Tomcat8+MySQL5.6+Nginx(TencentOS)（安全加固）,"（1）操作系统：TencentOS
（2）软件版本：apache-tomcat-8.5.81, MySQL-5.6.50, nginx-1.22,jdk- 1.8.0_333",,0,-1,-1,-1,
eks-pod-img-a10vgpu-v2.11.2,eks pod 子机镜像，eklet-agent版本：a10vgpu-v2.11.2,,0,-1,-1,-1,
腾讯会议   随时随地开启在线会议 ,企业级会议安全保障，确保高性能音视频的同时提供丰富的会议协作能力。,,100,1年,主持人账号（1000方）,主持人账号（1000方）,2
小程序商城-电商小程序-商城小程序-小程序SSL HTTPS证书安装服务,"（各种小程序服务器）网站实现企业级高安全HTTPS访问，提供专业小程序商城-电商小程序-商城小程序-小程序商店 HTTPS一键配置，HTTPS部署、安装，SSL证书安装配置等服务。
",,1,1次,小程序SSL安装配置（有证书）,小程序SSL安装配置（有证书）,1
网站搬迁部署服务,网站程序迁移，数据迁移，数据库迁移，网站搬家，环境配置，网站搬家工具，本地服务器搭建，自建搭建服务器,,1500,1次,企业官网,企业官网,1
官网发布信息系统源码,官网发布信息系统源码,,3000,1次,源码,源码,1
情侣寄语组合词生成流量主小程序开发,"情侣寄语组合词生成流量主小程序开发
",,950,1次,情侣寄语组合词生成流量主小程序开发,情侣寄语组合词生成流量主小程序开发,1
【拇指云】IP地址查询接口,"【同时支持IPV4与IPV6】全球IP归属地查询,定位精确至区县，支持IPV6（更新频率快、地址齐全）",,0.0024,1年,"96.00元/40,000次",0.0024,0
【拇指云】快递物流查询接口_高并发毫秒级响应_支持国内外多家快递接口查询,【支持对公】【支持发票】拇指云物流快递API查询，智能获取快递物流跟踪信息，支持四通一达、京东等全球1200多家快递公司物流跟踪信息查询。针对商户，电商等提供系统API对接自动、快速获取物流信息并自动跟踪最新物流信息，避免多家物流公司需多个地方查询的烦恼。,,0.0033,1年,"33.00元/10,000次",0.0033,0
数据救援/系统数据恢复/数据救援/格式化后数据恢复,对用户数据盘误删、未及时做备份、快照等问题，以及操作系统无法正常启动和硬盘有损等情况做出有效排查和执行。服务器和虚拟主机数据恢复服务均适用。,,8000,1次,基础版,基础版,1
准到活动管理系统,准到活动管理系统通过SaaS服务形式，帮助活动会议主办方解决会议报名、会议签到、现场互动等一站式数字化服务。,,0,1个月,V2个人版,V2个人版,2
PHP8.0-Mysql5.6-Nginx1.23运行环境（Windows2022）（安全加固）,（3）软件版本：php-8.0.21   mysql-5.5.62  nginx-1.23.0,,0,-1,-1,-1,
CMMI 软件能力成熟度评估,规范项目开发过程，IT企业持续提升经营能力的标志。咨询客服获取定制化方案,,0,1次,三级V2.0,三级V2.0,1
